customer_id,State,account_length,location_code,Phone Number,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,service quality,priority customer level,total data usage,network coverage,total messages usage,Churn
423230,AR,116,408, 405-5681, no, no,0,173.5,93,29.5,194.1,76,16.5,208,112,9.36,16.2,10,4.37,3,6,3,3,436,575, False.
423231,KS,70,408, 411-4582, no, no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0,0,0,3,8,1,33,245,558, False.
423232,WV,94,510, 355-5009, yes, yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,9,1,49,624,424, False.
423233,AK,126,415, 372-3750, no, no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,0,1,2,117,172, True.
423234,NY,67,408, 405-2888, no, yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,4,1,63,139,319, False.
423235,NH,19,408, 361-3337, no, no,0,186.1,98,31.64,254.3,57,21.62,214,127,9.63,14.6,7,3.94,2,6,3,65,198,596, False.
423236,VA,170,510, 350-1639, yes, no,0,259.9,68,44.18,245,122,20.83,134.4,121,6.05,8.4,3,2.27,3,9,1,37,731,144, False.
423237,NM,73,415, 333-3221, no, no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,4,3,19,758,435, False.
423238,NY,106,408, 422-1471, no, no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,9,1,35,687,471, False.
423239,AZ,93,415, 399-7865, no, no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,5,1,58,323,358, False.
423240,WY,164,510, 373-4819, no, no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9,3,2.43,1,5,3,57,479,613, False.
423241,WA,51,408, 338-6981, no, no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,8,3,63,189,378, False.
423242,CO,107,415, 418-4365, no, no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,3,68,202,561, False.
423243,TX,130,415, 359-5461, no, no,0,176.9,109,30.07,90.7,104,7.71,238,69,10.71,9.5,2,2.57,1,9,2,21,667,565, False.
423244,KY,80,408, 375-3586, no, no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,9,1,48,676,512, False.
423245,MT,94,415, 407-8376, no, no,0,137.5,118,23.38,203.2,88,17.27,150,131,6.75,13.4,2,3.62,0,0,3,3,424,231, False.
423246,OK,118,408, 408-6496, no, yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,6,1,8,333,385, False.
423247,MD,117,415, 385-7688, no, yes,23,198.1,86,33.68,177,86,15.05,180.5,92,8.12,6.8,6,1.84,1,8,3,37,357,683, False.
423248,TN,78,415, 332-6934, no, no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,1,23,303,303, False.
423249,TX,208,510, 378-3625, no, no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,0,1,8,183,319, True.
423250,ME,131,510, 353-7292, yes, yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,0,1,5,212,315, True.
423251,DC,63,408, 399-6786, no, no,0,83,64,14.11,177,106,15.05,245.7,89,11.06,13,3,3.51,0,0,3,14,579,522, False.
423252,MN,53,415, 358-3261, no, yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,4,2,41,243,610, False.
423253,DE,62,408, 377-9932, no, no,0,182.3,101,30.99,328.2,93,27.9,245,131,11.03,11.2,1,3.02,2,4,2,9,622,555, False.
423254,MD,97,415, 397-4030, no, no,0,218,86,37.06,184,94,15.64,240.5,110,10.82,6.4,8,1.73,3,8,3,29,918,220, False.
423255,MI,105,510, 367-1062, no, no,0,140.6,109,23.9,178.6,51,15.18,217,83,9.76,6.8,3,1.84,2,5,2,33,764,263, False.
423256,WA,157,415, 341-8467, no, no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,6,3,18,842,591, False.
423257,MO,66,415, 339-9453, no, yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,9,3,45,949,548, False.
423258,IN,122,415, 344-3388, no, no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,8,3,28,498,259, False.
423259,OR,38,415, 375-8013, no, no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,9,3,56,735,308, False.
423260,MD,106,510, 408-4142, no, no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,4,2,25,908,524, False.
423261,RI,99,510, 386-3671, no, no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,9,2,39,821,591, False.
423262,LA,99,415, 411-2284, no, no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,4,1,7,716,339, False.
423263,AZ,144,510, 346-7795, yes, no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,1,24,238,358, False.
423264,PA,82,415, 333-5609, no, yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,6,2,66,431,255, False.
423265,AZ,86,408, 405-1842, no, yes,31,167.6,139,28.49,113,118,9.61,246.9,121,11.11,12.2,6,3.29,1,7,1,28,715,400, False.
423266,FL,70,510, 366-6345, yes, no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,0,1,2,245,209, True.
423267,LA,93,415, 337-9345, no, no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,5,2,50,154,668, False.
423268,FL,93,415, 328-6770, no, no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,1,2,554,482, False.
423269,FL,120,415, 380-7321, no, no,0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,9,2,29,157,706, False.
423270,MD,136,415, 375-1476, no, no,0,250.2,121,42.53,267.1,118,22.7,151,114,6.8,13,2,3.51,1,2,1,7,440,239, True.
423271,AL,106,415, 356-1567, no, no,0,223,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,2,29,800,447, False.
423272,WA,81,415, 422-6685, no, no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,5,2,20,993,467, False.
423273,TN,127,408, 336-1090, no, yes,22,166,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,4,2,3,174,504, False.
423274,MS,65,415, 343-2095, no, no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,6,2,23,890,240, False.
423275,ME,35,408, 345-3934, no, no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,5,2,42,900,343, False.
423276,OK,88,408, 338-8050, no, no,0,65.4,97,11.12,168.2,76,14.3,236,113,10.62,13.8,1,3.73,2,7,1,51,139,174, False.
423277,IN,65,415, 388-9568, no, no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,5,1,14,889,648, False.
423278,MO,123,415, 402-6591, no, no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,6,1,55,467,516, False.
423279,IA,126,408, 403-6419, no, yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,6,1,67,788,239, False.
423280,VA,104,415, 386-9790, no, yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,8,1,36,107,636, False.
423281,KY,45,415, 378-5692, no, yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,0,2,39,636,182, False.
423282,MD,93,408, 360-3324, yes, no,0,312,109,53.04,129.4,100,11,217.6,74,9.79,10.5,2,2.84,0,0,1,1,156,305, True.
423283,OH,63,415, 410-3719, yes, yes,36,199,110,33.83,291.3,111,24.76,197.6,92,8.89,11,6,2.97,1,4,3,49,690,366, False.
423284,OK,100,415, 352-4221, no, no,0,203.1,96,34.53,217,126,18.45,180.9,122,8.14,13.5,2,3.65,3,9,2,43,919,261, False.
423285,NV,53,415, 327-6179, no, no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,0,3,55,917,179, False.
423286,ID,92,415, 359-6196, yes, no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9,5,2.43,1,5,3,53,816,425, False.
423287,MN,139,510, 374-9107, no, no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,0,1,5,475,305, True.
423288,SD,110,408, 357-4078, no, yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9,9,2.43,2,6,3,55,444,343, False.
423289,IL,110,408, 366-5780, no, no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,5,3,46,925,327, False.
423290,WY,215,510, 393-9619, no, no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0,2,2,988,572, False.
423291,AL,73,415, 355-9295, no, no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,4,1,56,831,324, False.
423292,NJ,138,510, 400-5751, no, no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,0,2,21,678,706, False.
423293,NV,137,415, 338-1027, yes, no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,2,1,4,466,148, True.
423294,IN,36,415, 405-8867, no, no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,5,2,14,555,372, False.
423295,WV,85,408, 336-5616, no, no,0,225,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,5,2,17,446,706, False.
423296,VA,108,408, 335-1697, no, no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,0,1,1,321,189, True.
423297,SC,22,408, 331-5138, no, no,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,0,2,20,407,657, False.
423298,RI,107,415, 385-8240, no, yes,37,60,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3,0,0,3,60,787,522, False.
423299,IN,51,510, 348-1359, no, no,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0,1,3,571,340, False.
423300,AZ,94,408, 354-7339, no, no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,9,3,3,362,289, False.
423301,NM,119,510, 349-1687, no, yes,23,154,114,26.18,278,137,23.63,228.4,112,10.28,11.8,4,3.19,2,6,3,19,662,546, False.
423302,OR,33,415, 380-2558, no, yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,0,1,5,307,194, True.
423303,NJ,106,415, 365-2153, no, no,0,207.9,91,35.34,172,109,14.62,191.8,143,8.63,14.4,7,3.89,4,4,1,16,401,306, False.
423304,MS,82,408, 345-6043, no, no,0,207,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,8,2,55,839,481, False.
423305,MI,86,510, 349-2808, no, yes,41,119,101,20.23,230,134,19.55,236.9,58,10.66,9.5,3,2.57,0,0,1,39,436,569, False.
423306,TX,97,415, 411-1715, yes, no,0,143.7,117,24.43,273,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0,1,23,269,561, False.
423307,FL,106,408, 385-2488, no, yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,4,1,36,449,420, False.
423308,DC,108,510, 377-7177, no, no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,4,2,7,298,624, False.
423309,TX,114,415, 342-1099, no, no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,9,2,5,511,466, False.
423310,KS,92,408, 386-4170, yes, no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,2,1,9,419,314, True.
423311,UT,59,510, 413-1269, no, no,0,155.2,79,26.38,235.3,123,20,169.4,80,7.62,8.7,4,2.35,1,8,1,60,164,418, False.
423312,MN,24,510, 396-4460, no, yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,9,2,52,860,306, False.
423313,IL,151,408, 334-2730, no, no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,5,1,58,219,205, False.
423314,NM,117,415, 340-3182, no, no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,9,1,45,171,349, False.
423315,SC,78,510, 377-8608, no, no,0,168.3,110,28.61,221.2,73,18.8,241,136,10.85,12.5,1,3.38,1,6,1,48,595,412, False.
423316,NC,155,408, 417-3676, no, no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,5,2,39,547,163, False.
423317,WV,114,510, 417-6774, no, yes,30,206.2,79,35.05,260,91,22.1,291.6,83,13.12,11.4,6,3.08,1,5,3,68,371,651, False.
423318,RI,114,510, 411-9554, no, yes,28,225.8,94,38.39,193,117,16.41,232.4,100,10.46,8.4,9,2.27,4,8,1,17,352,150, False.
423319,NH,119,408, 420-3192, no, no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,6,2,1,898,602, False.
423320,MO,64,510, 389-1475, no, yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,0,3,68,123,563, False.
423321,MA,118,408, 343-7734, yes, no,0,160,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,4,2,55,405,244, False.
423322,PA,101,415, 410-3390, no, no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0,2,39,139,525, False.
423323,OK,117,415, 344-6495, no, no,0,134.7,121,22.9,180,83,15.3,200.9,104,9.04,7.7,3,2.08,1,4,2,5,806,358, False.
423324,AL,49,415, 331-6229, no, yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8,13,2.16,3,8,2,68,336,388, False.
423325,WY,139,415, 337-7501, no, no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13,3,3.51,3,9,1,32,766,210, False.
423326,PA,92,408, 339-9631, no, yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10,3,2.7,1,9,3,23,175,577, False.
423327,WA,83,415, 369-4384, no, no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,8,3,1,348,549, False.
423328,HI,148,510, 416-3915, yes, no,0,218.9,88,37.21,208,85,17.68,203.3,99,9.15,11.1,4,3,0,0,3,36,801,218, False.
423329,SD,144,408, 339-3049, no, yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,2,1,3,481,226, True.
423330,AL,131,415, 361-7998, no, yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,5,2,44,501,363, False.
423331,VT,146,510, 355-4842, yes, no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,8,2,28,499,549, False.
423332,MT,143,415, 387-6440, no, no,0,172.3,97,29.29,174,108,14.79,188.2,119,8.47,13,4,3.51,2,7,3,27,757,385, False.
423333,MN,81,415, 369-2625, no, no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,5,1,60,475,697, False.
423334,AK,48,415, 389-7073, no, yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,6,3,56,897,137, False.
423335,MI,86,415, 370-8463, no, yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9,2,2.43,1,5,1,50,911,171, False.
423336,DE,71,415, 362-7318, no, no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,9,2,27,976,689, False.
423337,SD,145,408, 412-1194, no, yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,5,1,30,774,380, False.
423338,MI,137,510, 355-9508, no, no,0,206.4,122,35.09,128,102,10.88,194.5,84,8.75,8.8,5,2.38,2,9,3,61,312,521, False.
423339,KS,137,408, 352-8202, no, no,0,205.9,88,35,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,8,2,51,423,174, False.
423340,AL,167,510, 335-5882, no, no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0,1,39,726,503, False.
423341,OK,89,510, 352-6976, no, no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,2,1,3,286,388, True.
423342,CT,199,415, 393-6733, no, yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8,2,2.16,0,0,2,2,704,234, False.
423343,NE,132,510, 335-1838, no, no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0,3,67,130,615, False.
423344,WI,94,510, 355-6930, no, no,0,177.1,112,30.11,194,112,16.49,146.7,108,6.6,5.9,4,1.59,1,5,3,19,153,265, False.
423345,CT,96,415, 387-5860, no, yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,0,1,6,257,419, True.
423346,WI,96,510, 343-2605, no, yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,9,2,66,538,222, False.
423347,IN,166,510, 350-6759, no, no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,4,3,64,172,186, False.
423348,DC,74,415, 371-1514, no, no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,6,3,55,746,575, False.
423349,AR,36,415, 346-9317, no, no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0,1,60,257,124, False.
423350,ME,113,415, 398-4313, no, no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,8,3,49,383,274, False.
423351,MN,94,415, 412-4399, no, no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,6,3,15,534,522, False.
423352,MD,67,415, 330-1835, no, no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,7,2,40,680,189, False.
423353,FL,127,415, 416-1676, no, no,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,2,1,8,424,185, True.
423354,RI,121,408, 329-7347, no, no,0,170.4,108,28.97,350.5,68,29.79,297,87,13.37,11.2,3,3.02,0,0,1,6,383,335, True.
423355,IA,158,415, 360-6868, no, no,0,158,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,9,1,18,142,564, False.
423356,AZ,136,510, 405-6641, no, no,0,92,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,4,3,18,421,524, False.
423357,MO,196,415, 393-2373, no, no,0,234,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,5,3,28,391,503, False.
423358,VT,113,415, 419-1714, no, no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,2,1,8,383,269, True.
423359,IN,122,408, 336-3819, no, no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,0,1,3,193,347, True.
423360,RI,112,510, 341-3464, no, no,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0,3,58,597,284, False.
423361,SD,209,415, 413-5310, no, no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,7,1,69,907,297, False.
423362,MN,62,415, 366-7912, no, no,0,248.7,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,0,1,8,205,306, True.
423363,TX,110,415, 399-8845, no, yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,4,3,39,610,296, False.
423364,VA,16,510, 368-2583, no, no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,0,3,59,197,526, False.
423365,MA,73,408, 360-6309, no, no,0,94.1,136,16,280.3,122,23.83,205,77,9.23,9.8,4,2.65,0,0,1,6,865,386, False.
423366,ID,128,408, 359-5890, no, no,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,0,3,34,442,662, False.
423367,MA,39,408, 332-2462, no, no,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,9,3,51,361,134, False.
423368,GA,103,415, 381-9196, no, yes,28,121,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,8,2,64,657,575, False.
423369,RI,119,415, 329-3222, no, yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,9,3,29,892,368, False.
423370,ID,173,510, 363-5819, no, yes,21,232.4,96,39.51,211.9,118,18.01,273,102,12.29,5,5,1.35,3,8,3,41,546,120, False.
423371,SD,128,510, 413-9269, yes, yes,32,223.5,81,38,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,2,1,8,385,139, True.
423372,MA,86,510, 330-7483, no, no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,0,2,13,954,448, False.
423373,WY,114,415, 403-7775, no, yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,7,2,23,812,627, False.
423374,VA,104,408, 360-2479, no, no,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,0,2,5,837,488, False.
423375,OR,148,415, 394-3791, no, no,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,4,3,20,522,525, False.
423376,VA,129,408, 384-2632, no, no,0,207,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,8,2,12,782,308, False.
423377,ME,100,510, 359-8466, no, yes,30,58.8,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,0,1,46,893,451, False.
423378,AL,121,408, 331-8909, no, yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,7,3,17,431,216, False.
423379,GA,143,408, 359-5160, no, yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,5,3,23,548,125, False.
423380,IA,76,510, 330-9833, no, no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0,3,69,649,225, False.
423381,AZ,158,510, 362-2314, no, no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0,1,34,697,329, False.
423382,FL,116,510, 338-8478, no, no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,6,2,8,963,513, False.
423383,MT,54,415, 387-5453, no, no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,0,1,7,144,189, True.
423384,AL,86,415, 380-3437, no, no,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,2,1,5,120,214, True.
423385,DE,108,510, 365-8779, no, no,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0,1,43,523,558, False.
423386,MT,66,510, 407-2750, no, no,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,6,2,12,746,475, False.
423387,KY,151,408, 396-8265, no, yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,7,1,18,954,186, False.
423388,SC,99,510, 397-4304, no, no,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,0,3,12,995,621, False.
423389,WA,55,415, 333-2611, no, no,0,194.1,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,2,5,1,43,735,376, False.
423390,OR,77,510, 409-8814, no, no,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,7,3,38,580,479, False.
423391,AK,78,408, 336-5406, no, no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,0,2,28,977,670, False.
423392,GA,89,415, 343-6940, no, no,0,213,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,0,1,5,458,242, True.
423393,MN,101,415, 361-9923, no, no,0,183.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,1,4,3,19,343,426, False.
423394,IL,44,415, 350-6639, no, yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,0,1,4,508,270, False.
423395,IN,98,408, 376-4300, no, yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0,0,0,2,8,3,17,935,282, False.
423396,SC,64,510, 349-6567, no, yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,5,2,10,438,312, False.
423397,VA,141,415, 333-7749, no, no,0,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94,3,9,2,41,706,655, False.
423398,WI,81,415, 408-6089, no, yes,33,161.6,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,1,9,1,11,329,700, False.
423399,VT,162,510, 375-2165, no, no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,5,1,10,800,339, False.
423400,AZ,83,415, 400-6999, no, yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,8,2,10,536,306, False.
423401,FL,100,510, 420-7823, no, no,0,107,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,2,1,5,467,357, True.
423402,AK,59,510, 366-5241, no, no,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,8,2,52,335,189, False.
423403,AR,179,415, 413-3412, yes, yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,5,2,61,855,666, False.
423404,AR,79,408, 406-2752, no, no,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,5,1,32,340,442, False.
423405,AK,117,415, 337-8078, no, no,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,6,2,29,186,697, False.
423406,MS,64,408, 402-1942, yes, no,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,2,1,6,109,270, True.
423407,ME,31,415, 371-7917, no, no,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,7,1,35,227,681, False.
423408,CA,124,408, 343-6374, yes, no,0,244.6,89,41.58,188.8,80,16.05,206,114,9.27,11.3,4,3.05,1,4,2,51,192,347, False.
423409,NM,122,408, 385-8730, no, yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,5,3,40,926,275, False.
